hs6,chn_reta_2019,n_hs8
820140,10.0,1
820150,25.0,1
820160,25.0,1
820190,10.0,2
820210,25.0,1
820220,20.0,2
820231,25.0,1
820239,25.0,2
820240,10.0,1
820291,10.0,2
820299,15.0,2
820310,25.0,1
820320,20.0,1
820330,20.0,1
820340,10.0,1
820411,20.0,1
820412,10.0,1
820420,25.0,1
820510,10.0,1
820520,20.0,1
820530,20.0,1
820540,20.0,1
820551,10.0,1
820559,10.0,1
820560,20.0,1
820570,20.0,1
820590,10.0,1
820600,10.0,1
820713,20.0,1
820719,10.0,2
820720,25.0,2
820730,25.0,1
820740,25.0,1
820750,22.5,2
820760,25.0,2
820770,25.0,2
820780,15.0,2
820790,15.0,2
820810,21.666666666666668,3
820820,25.0,1
820830,10.0,1
820840,10.0,1
820890,25.0,1
820900,22.0,5
821000,20.0,1
821110,25.0,1
821191,25.0,1
821192,10.0,1
821193,25.0,1
821194,20.0,1
821195,25.0,1
821210,10.0,1
821220,10.0,1
821290,10.0,1
821300,25.0,1
821410,20.0,1
821420,25.0,1
821490,25.0,1
821510,25.0,1
821520,20.0,1
821591,25.0,1
821599,25.0,1
830110,10.0,1
830120,10.0,2
830130,20.0,1
830140,10.0,1
830150,10.0,1
830160,20.0,1
830170,25.0,1
830210,25.0,1
830220,25.0,1
830230,10.0,1
830241,25.0,1
830242,25.0,1
830249,10.0,1
830250,20.0,1
830260,25.0,1
830300,25.0,1
830400,20.0,1
830520,25.0,1
830590,20.0,1
830621,25.0,1
830629,10.0,1
830630,25.0,1
830710,10.0,1
830790,10.0,1
830810,20.0,1
830820,10.0,1
830890,20.0,1
830910,20.0,1
830990,10.0,1
831000,20.0,1
831110,10.0,1
831120,20.0,1
831130,10.0,1
831190,10.0,1
840219,25.0,1
840290,25.0,1
840310,17.5,2
840390,10.0,1
840420,25.0,1
840490,25.0,2
840510,10.0,1
840590,20.0,1
840681,25.0,1
840682,10.0,1
840690,25.0,1
840710,10.0,1
840721,10.0,1
840729,5.0,1
840790,5.0,1
840810,20.0,1
840890,11.666666666666666,3
840991,10.0,1
840999,15.0,2
841011,25.0,1
841210,5.0,1
841221,10.0,1
841229,15.0,2
841231,20.0,1
841239,10.0,1
841280,10.0,1
841311,20.0,1
841319,10.0,1
841320,20.0,1
841330,20.0,4
841340,25.0,1
841350,16.0,5
841360,18.0,10
841370,6.666666666666667,3
841381,20.0,1
841382,20.0,1
841391,10.0,1
841392,20.0,1
841410,25.0,1
841420,20.0,1
841430,20.0,7
841440,20.0,1
841451,25.0,4
841459,25.0,4
841460,25.0,2
841480,15.0,4
841490,17.5,4
841510,20.0,3
841520,20.0,1
841581,20.0,2
841582,20.0,2
841583,20.0,1
841590,22.5,2
841610,20.0,1
841620,23.333333333333332,3
841690,10.0,1
841710,20.0,1
841720,10.0,1
841780,25.0,1
841790,20.0,1
841810,20.0,3
841821,20.0,3
841830,15.0,3
841840,10.0,3
841850,10.0,1
841861,25.0,2
841869,15.0,2
841891,25.0,1
841899,11.25,4
841911,25.0,1
841919,5.0,2
841920,20.0,1
841931,25.0,1
841932,25.0,1
841939,20.0,1
841940,25.0,3
841950,10.0,1
841960,5.0,2
841981,10.0,1
841989,12.5,2
841990,22.5,2
842010,25.0,1
842091,25.0,1
842099,20.0,1
842112,22.5,2
842119,20.0,3
842121,18.333333333333332,3
842122,20.0,1
842123,10.0,1
842129,17.5,2
842131,5.0,1
842139,18.0,10
842191,12.5,2
842199,5.0,2
842211,25.0,1
842219,25.0,1
842220,20.0,1
842230,20.0,4
842240,25.0,1
842290,25.0,3
842310,25.0,1
842320,25.0,2
842330,25.0,4
842381,23.333333333333332,3
842382,20.0,2
842389,17.5,4
842390,20.0,1
842410,10.0,1
842420,5.0,1
842430,20.0,1
842441,25.0,1
842449,5.0,1
842482,20.0,1
842489,13.75,4
842490,6.666666666666667,3
842511,10.0,1
842519,10.0,1
842531,20.0,1
842539,22.5,2
842541,20.0,1
842542,17.5,2
842549,15.0,2
842611,22.5,2
842612,20.0,1
842619,25.0,1
842630,25.0,1
842641,20.0,1
842649,25.0,1
842699,25.0,1
842710,15.0,2
842720,10.0,1
842790,10.0,1
842810,25.0,1
842820,10.0,1
842832,10.0,1
842833,25.0,1
842839,21.666666666666668,3
842890,23.75,4
842911,22.5,2
842920,10.0,1
842940,25.0,1
842951,5.0,1
842952,25.0,1
842959,20.0,1
843010,5.0,1
843020,5.0,1
843031,20.0,1
843039,20.0,1
843041,16.666666666666668,3
843049,25.0,1
843050,25.0,1
843069,21.666666666666668,3
843110,10.0,1
843120,22.5,2
843131,20.0,1
843139,20.0,1
843141,25.0,1
843142,20.0,1
843143,13.333333333333334,3
843149,21.666666666666668,3
843221,20.0,1
843229,20.0,1
843231,22.5,4
843239,20.0,2
843241,10.0,1
843242,25.0,1
843280,15.0,2
843290,25.0,1
843311,5.0,1
843319,5.0,1
843320,10.0,1
843330,20.0,1
843340,10.0,1
843351,20.0,1
843353,20.0,1
843359,11.666666666666666,3
843360,20.0,1
843390,12.5,2
843410,5.0,1
843420,25.0,1
843490,5.0,1
843510,20.0,1
843590,20.0,1
843610,20.0,1
843621,10.0,1
843629,20.0,1
843680,5.0,1
843691,10.0,1
843699,10.0,1
843710,5.0,1
843780,20.0,1
843790,20.0,1
843810,20.0,1
843820,25.0,1
843830,25.0,1
843840,25.0,1
843850,20.0,1
843860,10.0,1
843880,20.0,1
843890,20.0,1
843910,25.0,1
843930,25.0,1
843991,5.0,1
843999,25.0,1
844010,25.0,2
844090,25.0,1
844110,25.0,1
844130,5.0,1
844140,25.0,1
844180,17.5,2
844190,20.0,2
844230,23.75,4
844240,25.0,1
844250,25.0,1
844313,5.0,1
844314,5.0,1
844315,5.0,1
844316,20.0,1
844317,25.0,1
844319,20.0,3
844331,25.0,2
844332,22.22222222222222,9
844339,16.25,4
844391,16.666666666666668,3
844399,20.0,4
844400,25.0,3
844511,22.5,2
844519,20.0,1
844530,25.0,1
844540,25.0,2
844610,25.0,1
844630,25.0,1
844711,25.0,1
844712,25.0,1
844720,17.5,2
844790,10.0,3
844819,25.0,1
844820,25.0,2
844831,25.0,1
844832,25.0,1
844833,20.0,1
844839,25.0,2
844842,25.0,1
844849,22.5,2
844851,25.0,2
844859,25.0,1
844900,22.5,2
845011,25.0,3
845020,13.75,4
845090,17.5,2
845110,25.0,1
845121,25.0,1
845129,10.0,1
845130,25.0,1
845140,25.0,1
845150,10.0,1
845180,20.0,1
845190,20.0,1
845210,25.0,2
845221,25.0,4
845229,25.0,1
845230,25.0,1
845290,25.0,2
845310,25.0,1
845320,25.0,1
845390,25.0,1
845410,20.0,1
845420,22.5,2
845430,5.0,1
845490,21.666666666666668,3
845510,20.0,1
845521,5.0,1
845522,20.0,2
845530,10.0,1
845590,20.0,1
845611,25.0,1
845620,25.0,1
845630,17.5,2
845640,5.0,1
845650,5.0,1
845690,20.0,1
845710,25.0,4
845720,25.0,1
845730,25.0,1
845811,25.0,1
845819,20.0,1
845891,25.0,2
845899,25.0,1
845921,25.0,1
845929,25.0,1
845941,25.0,1
845949,25.0,1
845961,25.0,1
845969,20.0,1
845970,20.0,1
846012,25.0,1
846019,25.0,1
846022,17.5,2
846023,25.0,2
846024,25.0,2
846029,10.0,1
846031,25.0,1
846039,25.0,1
846040,17.5,2
846090,20.0,3
846130,25.0,1
846140,25.0,3
846150,25.0,1
846190,25.0,1
846210,25.0,2
846221,25.0,2
846229,22.5,2
846231,25.0,1
846239,17.5,2
846241,25.0,3
846249,25.0,1
846291,25.0,2
846299,25.0,2
846310,17.5,2
846320,25.0,1
846330,25.0,1
846390,20.0,1
846410,20.0,3
846420,25.0,2
846490,25.0,4
846510,25.0,1
846591,25.0,1
846592,25.0,1
846593,10.0,1
846594,25.0,1
846595,25.0,1
846596,25.0,1
846599,25.0,1
846610,25.0,1
846620,25.0,1
846630,25.0,1
846691,20.0,1
846692,25.0,1
846693,22.5,2
846694,20.0,1
846711,10.0,1
846719,10.0,1
846721,25.0,1
846722,15.0,2
846729,22.5,2
846781,20.0,1
846789,5.0,1
846791,10.0,2
846792,10.0,1
846799,17.5,2
846810,20.0,1
846820,20.0,1
846880,25.0,1
846890,20.0,1
847010,25.0,1
847029,25.0,1
847030,5.0,1
847050,17.5,2
847090,25.0,1
847130,25.0,2
847141,10.0,4
847149,15.0,5
847150,12.5,4
847160,22.5,6
847170,18.75,4
847180,25.0,1
847190,20.0,1
847230,20.0,1
847290,16.875,8
847321,25.0,1
847329,25.0,1
847330,25.0,2
847340,25.0,3
847350,25.0,1
847410,20.0,1
847420,23.333333333333332,3
847431,25.0,1
847432,5.0,1
847439,20.0,1
847480,21.666666666666668,3
847490,20.0,1
847521,25.0,1
847529,25.0,4
847590,10.0,1
847621,25.0,1
847681,5.0,1
847689,5.0,1
847690,25.0,1
847710,25.0,2
847720,22.5,2
847730,20.0,2
847740,25.0,3
847751,25.0,1
847759,15.0,2
847780,25.0,1
847790,20.0,1
847810,20.0,1
847910,17.5,2
847920,25.0,1
847940,25.0,1
847950,22.5,2
847960,20.0,1
847979,25.0,1
847981,22.5,2
847982,10.0,1
847989,20.0,8
847990,15.0,3
848010,25.0,1
848020,25.0,1
848030,20.0,1
848041,23.333333333333332,3
848049,10.0,1
848050,5.0,1
848060,5.0,1
848071,25.0,2
848079,20.0,1
848110,10.0,1
848120,15.0,2
848130,10.0,1
848140,5.0,1
848180,14.166666666666666,6
848190,15.0,2
848210,20.0,5
848220,20.0,1
848230,20.0,1
848240,10.0,1
848250,20.0,1
848280,20.0,1
848291,20.0,1
848299,20.0,1
848310,18.333333333333332,3
848320,10.0,1
848330,20.0,1
848340,21.666666666666668,3
848350,25.0,1
848360,20.0,1
848390,20.0,1
848410,10.0,1
848420,20.0,1
848490,5.0,1
848710,20.0,1
848790,20.0,1
850110,25.0,2
850120,20.0,1
850131,20.0,1
850132,10.0,1
850133,20.0,1
850134,20.0,1
850140,20.0,1
850151,25.0,1
850152,25.0,1
850153,20.0,1
850161,20.0,1
850162,5.0,1
850163,20.0,1
850164,20.0,1
850211,5.0,1
850212,20.0,1
850213,15.0,2
850220,25.0,1
850231,25.0,1
850239,5.0,1
850300,25.0,4
850410,20.0,2
850421,20.0,1
850422,25.0,1
850423,25.0,2
850431,22.5,2
850432,20.0,2
850433,15.0,2
850434,20.0,1
850440,20.625,8
850450,25.0,1
850490,23.75,4
850511,22.5,2
850519,25.0,1
850520,25.0,1
850590,22.5,2
850610,22.5,4
850640,25.0,1
850650,25.0,1
850660,25.0,1
850680,20.0,1
850690,20.0,2
850710,25.0,1
850720,20.0,1
850730,5.0,1
850740,20.0,1
850750,25.0,1
850760,25.0,1
850780,20.0,1
850790,22.5,2
850811,25.0,1
850819,25.0,1
850860,25.0,1
850870,15.0,2
850940,15.0,2
850980,25.0,2
850990,25.0,1
851010,25.0,1
851020,25.0,1
851030,25.0,1
851090,25.0,1
851110,10.0,1
851120,15.0,2
851130,5.0,2
851140,18.333333333333332,3
851150,15.0,2
851180,5.0,1
851190,15.0,2
851210,25.0,1
851220,5.0,2
851230,6.25,4
851240,5.0,1
851290,5.0,1
851310,17.5,2
851390,25.0,2
851410,15.0,2
851420,10.0,1
851430,10.0,1
851440,20.0,1
851490,17.5,2
851511,20.0,1
851519,25.0,1
851521,21.666666666666668,3
851529,25.0,1
851531,23.333333333333332,3
851539,20.0,1
851580,22.5,2
851590,20.0,1
851610,6.666666666666667,3
851621,25.0,1
851629,20.0,6
851631,25.0,1
851650,25.0,1
851660,25.0,3
851671,21.25,4
851672,25.0,2
851679,25.0,2
851680,10.0,1
851690,17.5,2
851711,25.0,1
851712,25.0,3
851718,20.0,1
851761,22.5,2
851762,17.77777777777778,18
851769,10.0,2
851770,23.571428571428573,7
851810,25.0,1
851821,25.0,1
851822,20.0,1
851829,25.0,1
851830,25.0,1
851840,20.0,1
851850,20.0,1
851890,25.0,1
851920,5.0,1
851930,25.0,1
851950,5.0,1
851981,15.833333333333334,6
851989,22.5,2
852110,5.0,1
852190,23.333333333333332,3
852290,20.0,7
852321,15.0,2
852329,17.0,5
852341,25.0,1
852349,10.0,3
852351,17.5,2
852352,22.5,2
852359,17.5,2
852380,11.0,5
852550,5.0,1
852560,12.5,2
852580,20.0,11
852610,12.5,2
852691,5.0,2
852692,20.0,1
852719,20.0,1
852721,5.0,1
852729,5.0,1
852791,25.0,1
852792,25.0,1
852799,25.0,1
852842,20.0,1
852849,5.0,2
852852,16.0,5
852859,22.5,2
852862,22.5,2
852869,15.0,2
852871,22.5,2
852872,17.0,5
852910,16.666666666666668,3
852990,21.363636363636363,11
853080,20.0,1
853090,20.0,1
853110,10.0,1
853120,25.0,1
853180,17.5,2
853190,15.0,2
853210,25.0,1
853221,22.5,2
853222,25.0,2
853223,25.0,1
853224,22.5,2
853225,22.5,2
853229,25.0,1
853230,25.0,1
853290,10.0,1
853310,25.0,1
853321,22.5,2
853329,20.0,1
853331,20.0,1
853339,25.0,1
853340,25.0,1
853390,25.0,1
853400,25.0,2
853510,25.0,1
853521,25.0,1
853529,25.0,2
853530,25.0,1
853540,25.0,1
853590,20.0,1
853610,25.0,1
853620,25.0,1
853630,25.0,1
853641,25.0,2
853649,25.0,1
853650,25.0,1
853661,20.0,1
853669,25.0,1
853670,10.0,1
853690,23.333333333333332,3
853710,21.666666666666668,3
853720,22.5,2
853810,22.5,2
853890,25.0,1
853910,5.0,1
853921,11.25,4
853922,15.0,2
853929,13.0,5
853931,13.75,4
853932,25.0,3
853939,13.333333333333334,3
853941,20.0,1
853949,10.0,1
853950,25.0,1
853990,25.0,1
854012,5.0,1
854020,25.0,1
854040,10.0,1
854060,20.0,1
854071,25.0,1
854079,7.5,2
854081,20.0,1
854089,25.0,1
854091,5.0,1
854099,25.0,1
854110,25.0,1
854121,25.0,1
854129,25.0,1
854130,25.0,1
854140,25.0,3
854150,20.0,1
854160,25.0,1
854190,20.0,1
854310,20.0,1
854320,15.0,2
854330,10.0,1
854370,10.0,4
854390,14.166666666666666,6
854411,20.0,1
854419,20.0,1
854420,10.0,1
854430,7.5,2
854442,21.25,4
854449,12.5,4
854460,20.0,5
854470,10.0,1
854511,25.0,1
854519,5.0,1
854520,25.0,1
854590,10.0,1
854610,25.0,1
854620,17.5,2
854690,25.0,1
854710,10.0,1
854720,20.0,1
854790,15.0,2
854890,25.0,1
860210,5.0,1
860400,5.0,1
860712,25.0,1
860719,25.0,2
860721,25.0,1
860729,10.0,1
860730,25.0,1
860791,25.0,1
860799,20.0,1
860800,25.0,1
860900,20.0,3
870110,5.0,1
870120,25.0,1
870130,25.0,1
870191,15.0,2
870192,15.0,2
870193,15.0,2
870194,15.0,2
870195,15.0,2
870210,0.0,4
870220,0.0,4
870230,0.0,3
870240,0.0,3
870290,0.0,3
870310,0.0,3
870321,0.0,4
870322,0.0,4
870323,0.0,12
870324,0.0,8
870331,0.0,6
870332,0.0,8
870333,0.0,12
870340,0.0,29
870350,0.0,27
870360,0.0,1
870370,0.0,1
870380,0.0,1
870390,0.0,1
870410,0.0,2
870421,0.0,1
870422,0.0,2
870423,0.0,1
870431,0.0,1
870432,0.0,2
870490,0.0,1
870510,25.0,6
870520,5.0,1
870530,5.0,2
870540,5.0,1
870590,5.0,11
870600,0.0,6
870710,25.0,1
870790,25.0,2
870810,0.0,1
870821,0.0,1
870829,0.0,12
870830,0.5555555555555556,9
870840,0.0,1
870850,0.4166666666666667,12
870870,0.0,8
870893,0.0,6
870895,0.0,1
870899,0.0,12
870911,25.0,2
870919,25.0,2
870990,25.0,1
871110,25.0,1
871120,25.0,5
871130,25.0,2
871140,25.0,1
871150,25.0,1
871160,25.0,1
871190,25.0,1
871200,25.0,7
871410,25.0,1
871420,25.0,1
871491,25.0,1
871492,25.0,2
871493,25.0,3
871494,25.0,1
871495,25.0,1
871496,25.0,2
871499,25.0,1
871500,25.0,1
871610,25.0,1
871620,25.0,1
871631,25.0,2
871639,25.0,2
871640,25.0,1
871680,25.0,1
871690,5.0,1
880100,20.0,2
880211,5.0,1
880212,10.0,1
880220,5.0,1
880230,5.0,1
880390,5.0,1
880400,5.0,1
880510,5.0,1
890310,5.0,1
890391,25.0,1
890392,10.0,1
890399,25.0,1
890520,25.0,1
890590,25.0,1
890690,25.0,3
890710,10.0,1
890790,20.0,1
890800,25.0,1
900110,25.0,1
900120,25.0,1
900130,20.0,1
900140,25.0,1
900150,23.333333333333332,3
900190,20.0,2
900211,25.0,3
900219,25.0,2
900220,17.5,2
900290,20.0,2
900311,25.0,1
900319,25.0,1
900390,25.0,1
900410,10.0,1
900490,22.5,2
900510,25.0,1
900580,15.0,2
900590,15.0,2
900630,25.0,1
900640,25.0,1
900652,5.0,2
900653,25.0,1
900661,25.0,1
900669,22.5,2
900691,21.0,5
900699,25.0,1
900720,25.0,1
900791,10.0,1
900792,10.0,1
900850,7.5,4
900890,20.0,1
901010,25.0,2
901050,18.333333333333332,3
901060,5.0,1
901090,17.5,2
901110,25.0,1
901120,20.0,1
901180,20.0,1
901190,20.0,1
901210,20.0,1
901290,5.0,1
901310,25.0,1
901320,10.0,1
901380,21.25,4
901390,20.0,3
901410,20.0,1
901480,10.0,1
901490,5.0,2
901510,25.0,1
901520,25.0,1
901530,25.0,1
901540,25.0,1
901580,5.0,1
901590,10.0,1
901600,22.5,2
901710,10.0,1
901720,20.0,1
901730,10.0,1
901780,20.0,1
901790,25.0,1
901811,5.0,1
901812,5.0,3
901813,15.0,2
901814,5.0,1
901819,15.0,4
901820,10.0,1
901831,5.0,1
901832,15.0,2
901839,5.0,1
901841,25.0,1
901849,7.5,2
901850,25.0,1
901890,9.444444444444445,9
901910,17.5,2
901920,10.0,1
902000,5.0,1
902110,5.0,1
902121,5.0,1
902139,5.0,1
902212,5.0,1
902213,20.0,1
902214,25.0,1
902219,11.666666666666666,3
902221,10.0,1
902229,5.0,1
902230,5.0,1
902290,25.0,1
902300,15.0,2
902410,8.333333333333334,3
902480,5.0,1
902490,5.0,1
902511,20.0,1
902519,10.0,2
902580,20.0,1
902590,10.0,1
902610,10.0,1
902620,10.0,2
902680,10.0,2
902690,10.0,1
902710,5.0,1
902720,5.0,4
902730,10.0,1
902750,5.0,1
902780,5.0,4
902790,5.0,1
902810,15.0,2
902820,15.0,2
902830,23.333333333333332,3
902890,22.5,2
902910,21.666666666666668,3
902920,12.5,2
902990,20.0,1
903020,15.0,2
903031,7.5,2
903032,10.0,1
903033,16.666666666666668,3
903039,10.0,1
903040,7.5,2
903084,17.5,2
903089,10.0,2
903090,10.0,1
903110,20.0,1
903149,23.333333333333332,3
903180,10.0,5
903190,10.0,1
903210,20.0,1
903220,10.0,1
903281,10.0,1
903289,5.0,2
903290,10.0,1
903300,20.0,1
910211,25.0,1
910212,25.0,1
910219,25.0,1
910221,25.0,1
910229,25.0,1
910291,25.0,1
910310,10.0,1
910390,25.0,1
910400,25.0,1
910511,25.0,1
910521,25.0,1
910529,25.0,1
910591,25.0,1
910599,20.0,1
910610,10.0,1
910690,10.0,1
910700,20.0,1
910910,25.0,1
911220,25.0,1
911320,25.0,1
911390,25.0,1
911490,25.0,1
920110,25.0,1
920120,20.0,1
920190,10.0,1
920210,25.0,1
920290,10.0,1
920510,10.0,1
920590,23.75,4
920600,10.0,1
920710,25.0,1
920790,10.0,1
920810,20.0,1
920890,25.0,1
920930,10.0,1
920991,25.0,1
920992,10.0,1
920994,25.0,1
920999,23.333333333333332,3
930390,20.0,1
930400,10.0,1
930599,10.0,1
930629,10.0,1
930700,10.0,2
940110,20.0,1
940120,5.0,2
940130,10.0,1
940140,25.0,2
940152,25.0,1
940153,25.0,1
940161,17.5,2
940169,25.0,1
940171,22.5,2
940179,20.0,1
940180,15.0,2
940190,6.666666666666667,3
940210,10.0,1
940290,10.0,1
940310,20.0,1
940320,20.0,1
940330,20.0,1
940340,25.0,1
940350,22.5,2
940360,25.0,3
940370,20.0,1
940389,25.0,2
940390,25.0,1
940410,10.0,1
940421,20.0,1
940429,25.0,1
940430,25.0,1
940490,23.0,5
940510,20.0,1
940520,25.0,1
940530,25.0,1
940540,16.666666666666668,3
940550,25.0,1
940560,20.0,1
940591,10.0,1
940592,20.0,1
940599,20.0,1
940610,20.0,1
940690,25.0,1
950300,24.285714285714285,7
950420,20.0,1
950430,10.0,1
950440,10.0,1
950450,22.5,2
950490,17.142857142857142,7
950510,25.0,1
950590,10.0,1
950611,20.0,1
950612,20.0,1
950619,20.0,1
950621,25.0,1
950629,10.0,1
950631,20.0,1
950632,20.0,1
950639,25.0,1
950640,25.0,1
950659,25.0,1
950662,17.5,2
950669,25.0,1
950670,20.0,2
950691,10.0,4
950699,10.0,1
950710,25.0,1
950720,20.0,1
950730,25.0,1
950790,10.0,1
950890,10.0,1
960190,25.0,1
960200,10.0,1
960310,20.0,1
960321,20.0,1
960329,20.0,1
960330,20.0,3
960340,13.333333333333334,3
960350,21.25,4
960390,20.0,1
960400,10.0,1
960500,20.0,1
960610,25.0,1
960621,25.0,1
960622,25.0,1
960629,25.0,1
960630,25.0,1
960711,25.0,1
960719,25.0,1
960720,25.0,1
960810,20.0,1
960820,20.0,1
960830,20.0,3
960840,20.0,1
960850,20.0,1
960860,20.0,1
960891,20.0,1
960899,16.666666666666668,3
960910,20.0,2
960920,20.0,1
960990,20.0,1
961000,20.0,1
961100,25.0,1
961210,10.0,1
961220,10.0,1
961320,25.0,1
961380,10.0,1
961390,10.0,1
961400,25.0,2
961511,20.0,1
961519,20.0,1
961590,20.0,1
961610,20.0,1
961620,20.0,1
961700,20.0,3
961800,20.0,1
961900,10.0,4
962000,25.0,1
970110,15.0,2
970190,10.0,1
970200,10.0,1
970300,20.0,1
970400,25.0,1
970500,10.0,1
970600,20.0,1
