hs06,us_tariff_2019,us_tariff_2020
740929,25.0,25.0
740931,25.0,25.0
740939,25.0,25.0
740940,25.0,25.0
740990,25.0,25.0
741011,25.0,25.0
741012,25.0,25.0
741021,25.0,25.0
741022,25.0,25.0
741110,25.0,25.0
741121,25.0,25.0
741122,25.0,25.0
741129,25.0,25.0
741210,25.0,25.0
741220,25.0,25.0
741300,25.0,25.0
741510,25.0,25.0
741521,25.0,25.0
741529,25.0,25.0
741533,25.0,25.0
741539,25.0,25.0
741810,15.0,7.5
741820,25.0,25.0
741910,25.0,25.0
741991,25.0,25.0
741999,25.0,25.0
750110,25.0,25.0
750120,25.0,25.0
750210,25.0,25.0
750220,25.0,25.0
750300,25.0,25.0
750400,25.0,25.0
750511,25.0,25.0
750512,25.0,25.0
750521,25.0,25.0
750522,25.0,25.0
750610,25.0,25.0
750620,25.0,25.0
750711,25.0,25.0
750712,25.0,25.0
750720,25.0,25.0
750810,25.0,25.0
750890,25.0,25.0
760110,25.0,17.5
760120,24.0,17.0
760200,25.0,25.0
760310,25.0,25.0
760320,25.0,25.0
760410,25.0,17.5
760421,25.0,17.5
760429,25.0,17.5
760511,25.0,17.5
760519,25.0,17.5
760521,25.0,17.5
760529,25.0,17.5
760611,25.0,17.5
760612,23.125,16.5625
760691,23.125,16.5625
760692,25.0,17.5
760711,25.0,17.5
760719,25.0,17.5
760720,25.0,17.5
760810,25.0,17.5
760820,25.0,17.5
760900,25.0,17.5
761010,15.0,7.5
761090,25.0,25.0
761100,25.0,25.0
761210,25.0,25.0
761290,25.0,25.0
761300,25.0,25.0
761410,30.0,30.0
761490,35.0,35.0
761510,10.0,5.0
761520,25.0,25.0
761610,25.0,25.0
761691,25.0,25.0
761699,26.25,26.25
780110,0.0,0.0
780191,25.0,25.0
780199,25.0,25.0
780200,0.0,0.0
780411,25.0,25.0
780419,25.0,25.0
780420,25.0,25.0
780600,25.0,25.0
790111,0.0,0.0
790112,0.0,0.0
790120,0.0,0.0
790200,0.0,0.0
790310,25.0,25.0
790390,25.0,25.0
790400,25.0,25.0
790500,25.0,25.0
790700,16.666666,16.666666
800110,0.0,0.0
800120,0.0,0.0
800200,0.0,0.0
800300,0.0,0.0
800700,8.333333,8.333333
810110,0.0,0.0
810194,0.0,0.0
810196,25.0,25.0
810197,0.0,0.0
810199,0.0,0.0
810210,0.0,0.0
810294,0.0,0.0
810295,0.0,0.0
810296,25.0,25.0
810297,0.0,0.0
810299,0.0,0.0
810320,0.0,0.0
810330,0.0,0.0
810390,0.0,0.0
810411,0.0,0.0
810419,0.0,0.0
810420,0.0,0.0
810430,25.0,25.0
810490,25.0,25.0
810520,25.0,25.0
810530,25.0,25.0
810590,25.0,25.0
810600,25.0,25.0
810720,25.0,25.0
810730,25.0,25.0
810790,25.0,25.0
810820,25.0,25.0
810830,25.0,25.0
810890,25.0,25.0
810920,0.0,0.0
810930,25.0,25.0
810990,25.0,25.0
811010,0.0,0.0
811020,0.0,0.0
811090,0.0,0.0
811100,0.0,0.0
811212,25.0,25.0
811213,25.0,25.0
811219,25.0,25.0
811221,0.0,0.0
811222,0.0,0.0
811229,25.0,25.0
811292,19.444445,19.444445
811299,25.0,25.0
811300,25.0,25.0
820110,25.0,25.0
820130,25.0,25.0
820140,25.0,25.0
820150,25.0,25.0
820160,25.0,25.0
820190,25.0,25.0
820210,25.0,25.0
820220,25.0,25.0
820231,25.0,25.0
820239,25.0,25.0
820240,25.0,25.0
820291,25.0,25.0
820299,25.0,25.0
820310,25.0,25.0
820320,25.0,25.0
820330,25.0,25.0
820340,25.0,25.0
820411,25.0,25.0
820412,25.0,25.0
820420,25.0,25.0
820510,25.0,25.0
820520,25.0,25.0
820530,25.0,25.0
820540,25.0,25.0
820551,25.0,25.0
820559,25.0,25.0
820560,25.0,25.0
820570,25.0,25.0
820590,25.0,25.0
820600,25.0,25.0
820713,25.0,25.0
820719,25.0,25.0
820720,25.0,25.0
820730,25.0,25.0
820740,25.0,25.0
820750,25.0,25.0
820760,25.0,25.0
820770,25.0,25.0
820780,25.0,25.0
820790,25.0,25.0
820810,25.0,25.0
820820,25.0,25.0
820830,25.0,25.0
820840,25.0,25.0
820890,25.0,25.0
820900,25.0,25.0
821000,25.0,25.0
821110,0.0,0.0
821191,10.714286,5.357143
821192,11.25,5.625
821193,25.0,25.0
821194,25.0,25.0
821195,25.0,25.0
821210,15.0,7.5
821220,15.0,7.5
821290,15.0,7.5
821300,0.0,0.0
821410,0.0,0.0
821420,5.0,2.5
821490,5.0,2.5
821510,15.0,7.5
821520,25.0,25.0
821591,15.0,7.5
821599,7.6923075,4.807692
830110,10.0,5.0
830120,25.0,25.0
830130,15.0,7.5
830140,7.5,3.75
830150,15.0,7.5
830160,15.0,7.5
830170,15.0,7.5
830210,21.666666,19.166666
830220,25.0,25.0
830230,25.0,25.0
830241,25.0,25.0
830242,15.0,7.5
830249,25.0,25.0
830250,25.0,25.0
830260,25.0,25.0
830300,25.0,25.0
830400,0.0,0.0
830510,15.0,7.5
830520,15.0,7.5
830590,7.5,3.75
830610,0.0,0.0
830621,15.0,7.5
830629,0.0,0.0
830630,25.0,25.0
830710,25.0,25.0
830790,25.0,25.0
830810,25.0,25.0
830820,25.0,25.0
830890,25.0,25.0
830910,25.0,25.0
830990,25.0,25.0
831000,25.0,25.0
831110,25.0,25.0
831120,25.0,25.0
831130,25.0,25.0
831190,25.0,25.0
840110,25.0,25.0
840120,25.0,25.0
840130,25.0,25.0
840140,25.0,25.0
840211,25.0,25.0
840212,25.0,25.0
840219,25.0,25.0
840220,25.0,25.0
840290,25.0,25.0
840310,15.0,7.5
840390,15.0,7.5
840410,25.0,25.0
840420,25.0,25.0
840490,25.0,25.0
840510,25.0,25.0
840590,25.0,25.0
840610,25.0,25.0
840681,25.0,25.0
840682,25.0,25.0
840690,25.0,25.0
840710,25.0,25.0
840721,25.0,25.0
840729,25.0,25.0
840731,25.0,25.0
840732,25.0,25.0
840733,25.0,25.0
840734,25.0,25.0
840790,25.0,25.0
840810,25.0,25.0
840820,25.0,25.0
840890,25.0,25.0
840910,25.0,25.0
840991,25.0,25.0
840999,25.0,25.0
841011,25.0,25.0
841012,25.0,25.0
841013,25.0,25.0
841090,25.0,25.0
841111,25.0,25.0
841112,25.0,25.0
841121,25.0,25.0
841122,25.0,25.0
841181,25.0,25.0
841182,25.0,25.0
841191,25.0,25.0
841199,25.0,25.0
841210,25.0,25.0
841221,25.0,25.0
841229,25.0,25.0
841231,25.0,25.0
841239,25.0,25.0
841280,25.0,25.0
841290,25.0,25.0
841311,25.0,25.0
841319,25.0,25.0
841320,25.0,25.0
841330,25.0,25.0
841340,25.0,25.0
841350,25.0,25.0
841360,25.0,25.0
841370,25.0,25.0
841381,25.0,25.0
841382,25.0,25.0
841391,25.0,25.0
841392,25.0,25.0
841410,25.0,25.0
841420,25.0,25.0
841430,25.0,25.0
841440,25.0,25.0
841451,0.0,0.0
841459,25.0,25.0
841460,25.0,25.0
841480,25.0,25.0
841490,25.0,25.0
841510,25.0,25.0
841520,25.0,25.0
841581,25.0,25.0
841582,25.0,25.0
841583,25.0,25.0
841590,15.0,7.5
841610,15.0,7.5
841620,15.0,7.5
841630,25.0,25.0
841690,25.0,25.0
841710,25.0,25.0
841720,15.0,7.5
841780,25.0,25.0
841790,25.0,25.0
841810,25.0,25.0
841821,25.0,25.0
841829,25.0,25.0
841830,25.0,25.0
841840,25.0,25.0
841850,25.0,25.0
841861,25.0,25.0
841869,25.0,25.0
841891,25.0,25.0
841899,25.0,25.0
841911,25.0,25.0
841919,25.0,25.0
841920,0.0,0.0
841931,25.0,25.0
841932,25.0,25.0
841939,25.0,25.0
841940,25.0,25.0
841950,25.0,25.0
841960,25.0,25.0
841981,15.0,7.5
841989,25.0,25.0
841990,25.0,25.0
842010,21.666666,19.166666
842091,25.0,25.0
842099,25.0,25.0
842111,25.0,25.0
842112,15.0,7.5
842119,25.0,25.0
842121,25.0,25.0
842122,25.0,25.0
842123,25.0,25.0
842129,25.0,25.0
842131,25.0,25.0
842139,25.0,25.0
842191,18.333332,13.333332
842199,25.0,25.0
842211,15.0,7.5
842219,25.0,25.0
842220,25.0,25.0
842230,25.0,25.0
842240,25.0,25.0
842290,20.0,16.25
842310,0.0,0.0
842320,25.0,25.0
842330,25.0,25.0
842381,25.0,25.0
842382,25.0,25.0
842389,25.0,25.0
842390,25.0,25.0
842410,15.0,7.5
842420,25.0,25.0
842430,25.0,25.0
842441,25.0,25.0
842449,25.0,25.0
842482,25.0,25.0
842489,25.0,25.0
842490,20.0,16.25
842511,25.0,25.0
842519,25.0,25.0
842531,25.0,25.0
842539,25.0,25.0
842541,25.0,25.0
842542,25.0,25.0
842549,25.0,25.0
842611,0.0,0.0
842612,0.0,0.0
842619,0.0,0.0
842620,0.0,0.0
842630,25.0,25.0
842641,25.0,25.0
842649,25.0,25.0
842691,25.0,25.0
842699,25.0,25.0
842710,25.0,25.0
842720,25.0,25.0
842790,25.0,25.0
842810,15.0,7.5
842820,25.0,25.0
842831,25.0,25.0
842832,25.0,25.0
842833,25.0,25.0
842839,25.0,25.0
842840,25.0,25.0
842860,15.0,7.5
842890,25.0,25.0
842911,25.0,25.0
842919,25.0,25.0
842920,25.0,25.0
842930,25.0,25.0
842940,25.0,25.0
842951,25.0,25.0
842952,25.0,25.0
842959,25.0,25.0
843010,25.0,25.0
843020,15.0,7.5
843031,25.0,25.0
843039,25.0,25.0
843041,25.0,25.0
843049,25.0,25.0
843050,25.0,25.0
843061,25.0,25.0
843069,25.0,25.0
843110,25.0,25.0
843120,25.0,25.0
843131,25.0,25.0
843139,25.0,25.0
843141,25.0,25.0
843142,25.0,25.0
843143,25.0,25.0
843149,25.0,25.0
843210,25.0,25.0
843221,25.0,25.0
843229,25.0,25.0
843231,25.0,25.0
843239,25.0,25.0
843241,25.0,25.0
843242,25.0,25.0
843280,25.0,25.0
843290,25.0,25.0
843311,12.5,6.25
843319,15.0,7.5
843320,25.0,25.0
843330,25.0,25.0
843340,25.0,25.0
843351,25.0,25.0
843352,25.0,25.0
843353,25.0,25.0
843359,25.0,25.0
843360,25.0,25.0
843390,25.0,25.0
843410,15.0,7.5
843420,25.0,25.0
843490,25.0,25.0
843510,15.0,7.5
843590,15.0,7.5
843610,25.0,25.0
843621,25.0,25.0
843629,25.0,25.0
843680,25.0,25.0
843691,25.0,25.0
843699,25.0,25.0
843710,25.0,25.0
843780,25.0,25.0
843790,25.0,25.0
843810,15.0,7.5
843820,15.0,7.5
843830,15.0,7.5
843840,15.0,7.5
843850,25.0,25.0
843860,25.0,25.0
843880,25.0,25.0
843890,20.0,16.25
843910,25.0,25.0
843920,25.0,25.0
843930,25.0,25.0
843991,25.0,25.0
843999,25.0,25.0
844010,15.0,7.5
844090,15.0,7.5
844110,25.0,25.0
844120,25.0,25.0
844130,25.0,25.0
844140,25.0,25.0
844180,25.0,25.0
844190,25.0,25.0
844230,25.0,25.0
844240,25.0,25.0
844250,20.0,16.25
844311,25.0,25.0
844312,25.0,25.0
844313,25.0,25.0
844314,25.0,25.0
844315,25.0,25.0
844316,25.0,25.0
844317,25.0,25.0
844319,20.0,16.25
844331,15.0,7.5
844332,14.166666,7.083333
844339,18.571428,16.428572
844391,18.333332,13.333332
844399,22.5,20.625
844400,25.0,25.0
844511,15.0,7.5
844512,15.0,7.5
844513,15.0,7.5
844519,7.5,3.75
844520,15.0,7.5
844530,15.0,7.5
844540,15.0,7.5
844590,15.0,7.5
844610,15.0,7.5
844621,7.5,3.75
844629,15.0,7.5
844630,15.0,13.75
844711,10.0,5.0
844712,12.5,6.25
844720,15.0,7.5
844790,15.0,7.5
844811,15.0,7.5
844819,15.0,7.5
844820,15.0,7.5
844831,15.0,7.5
844832,15.0,7.5
844833,15.0,7.5
844839,15.0,7.5
844842,15.0,7.5
844849,15.0,7.5
844851,17.5,11.875
844859,15.0,7.5
844900,15.0,7.5
845011,25.666666,18.166666
845012,0.0,0.0
845019,0.0,0.0
845020,25.666666,18.166666
845090,25.666666,18.166666
845110,25.0,25.0
845121,25.0,25.0
845129,25.0,25.0
845130,25.0,25.0
845140,25.0,25.0
845150,25.0,25.0
845180,25.0,25.0
845190,25.0,25.0
845210,15.0,7.5
845221,15.0,7.5
845229,20.0,16.25
845230,15.0,7.5
845290,15.0,7.5
845310,15.0,7.5
845320,15.0,7.5
845380,15.0,7.5
845390,15.0,7.5
845410,25.0,25.0
845420,25.0,25.0
845430,25.0,25.0
845490,25.0,25.0
845510,25.0,25.0
845521,25.0,25.0
845522,25.0,25.0
845530,25.0,25.0
845590,25.0,25.0
845611,25.0,25.0
845612,25.0,25.0
845620,25.0,25.0
845630,25.0,25.0
845640,25.0,25.0
845650,25.0,25.0
845690,25.0,25.0
845710,25.0,25.0
845720,25.0,25.0
845730,25.0,25.0
845811,25.0,25.0
845819,25.0,25.0
845891,25.0,25.0
845899,25.0,25.0
845910,25.0,25.0
845921,25.0,25.0
845929,25.0,25.0
845931,25.0,25.0
845939,25.0,25.0
845941,25.0,25.0
845949,25.0,25.0
845951,25.0,25.0
845959,25.0,25.0
845961,25.0,25.0
845969,25.0,25.0
845970,25.0,25.0
846012,25.0,25.0
846019,25.0,25.0
846022,25.0,25.0
846023,25.0,25.0
846024,25.0,25.0
846029,25.0,25.0
846031,25.0,25.0
846039,25.0,25.0
846040,25.0,25.0
846090,25.0,25.0
846120,25.0,25.0
846130,25.0,25.0
846140,25.0,25.0
846150,25.0,25.0
846190,25.0,25.0
846210,25.0,25.0
846221,25.0,25.0
846229,25.0,25.0
846231,25.0,25.0
846239,25.0,25.0
846241,25.0,25.0
846249,25.0,25.0
846291,25.0,25.0
846299,25.0,25.0
846310,25.0,25.0
846320,25.0,25.0
846330,25.0,25.0
846390,25.0,25.0
846410,25.0,25.0
846420,25.0,25.0
846490,25.0,25.0
846510,25.0,25.0
846520,25.0,25.0
846591,25.0,25.0
846592,25.0,25.0
846593,25.0,25.0
846594,25.0,25.0
846595,25.0,25.0
846596,12.0,6.0
846599,25.0,25.0
846610,25.0,25.0
846620,25.0,25.0
846630,25.0,25.0
846691,25.0,25.0
846692,25.0,25.0
846693,25.0,25.0
846694,25.0,25.0
846711,25.0,25.0
846719,20.0,16.25
846721,0.0,0.0
846722,0.0,0.0
846729,15.0,7.5
846781,15.0,7.5
846789,15.0,7.5
846791,15.0,7.5
846792,15.0,7.5
846799,25.0,25.0
846810,15.0,7.5
846820,25.0,25.0
846880,25.0,25.0
846890,25.0,25.0
847010,25.0,25.0
847021,25.0,25.0
847029,25.0,25.0
847030,25.0,25.0
847050,15.0,7.5
847090,25.0,25.0
847130,0.0,0.0
847141,15.0,7.5
847149,15.0,7.5
847150,25.0,25.0
847160,18.0,16.5
847170,25.0,25.0
847180,25.0,25.0
847190,25.0,25.0
847210,25.0,25.0
847230,25.0,25.0
847290,19.166666,17.916666
847321,25.0,25.0
847329,25.0,25.0
847330,25.0,25.0
847340,25.0,25.0
847350,25.0,25.0
847410,25.0,25.0
847420,25.0,25.0
847431,25.0,25.0
847432,25.0,25.0
847439,25.0,25.0
847480,25.0,25.0
847490,25.0,25.0
847510,25.0,25.0
847521,25.0,25.0
847529,25.0,25.0
847590,25.0,25.0
847621,25.0,25.0
847629,25.0,25.0
847681,25.0,25.0
847689,15.0,7.5
847690,25.0,25.0
847710,25.0,25.0
847720,25.0,25.0
847730,25.0,25.0
847740,25.0,25.0
847751,25.0,25.0
847759,25.0,25.0
847780,25.0,25.0
847790,25.0,25.0
847810,15.0,7.5
847890,15.0,7.5
847910,25.0,25.0
847920,25.0,25.0
847930,25.0,25.0
847940,25.0,25.0
847950,25.0,25.0
847960,25.0,25.0
847971,25.0,25.0
847979,15.0,7.5
847981,25.0,25.0
847982,25.0,25.0
847989,22.5,20.625
847990,16.428572,10.0
848010,25.0,25.0
848020,25.0,25.0
848030,25.0,25.0
848041,25.0,25.0
848049,25.0,25.0
848050,25.0,25.0
848060,15.0,7.5
848071,25.0,25.0
848079,25.0,25.0
848110,25.0,25.0
848120,25.0,25.0
848130,25.0,25.0
848140,25.0,25.0
848180,25.0,25.0
848190,17.5,11.875
848210,25.0,25.0
848220,25.0,25.0
848230,25.0,25.0
848240,25.0,25.0
848250,25.0,25.0
848280,25.0,25.0
848291,25.0,25.0
848299,25.0,25.0
848310,25.0,25.0
848320,25.0,25.0
848330,25.0,25.0
848340,25.0,25.0
848350,25.0,25.0
848360,25.0,25.0
848390,25.0,25.0
848410,25.0,25.0
848420,25.0,25.0
848490,25.0,25.0
848610,25.0,25.0
848620,25.0,25.0
848630,25.0,25.0
848640,25.0,25.0
848690,25.0,25.0
848710,25.0,25.0
848790,25.0,25.0
850110,25.0,25.0
850120,25.0,25.0
850131,29.0,29.0
850132,25.0,25.0
850133,25.0,25.0
850134,25.0,25.0
850140,25.0,25.0
850151,25.0,25.0
850152,25.0,25.0
850153,25.0,25.0
850161,45.0,45.0
850162,25.0,25.0
850163,25.0,25.0
850164,25.0,25.0
850211,25.0,25.0
850212,25.0,25.0
850213,25.0,25.0
850220,25.0,25.0
850231,25.0,25.0
850239,25.0,25.0
850240,25.0,25.0
850300,25.0,25.0
850410,15.0,7.5
850421,25.0,25.0
850422,25.0,25.0
850423,25.0,25.0
850431,25.0,25.0
850432,25.0,25.0
850433,25.0,25.0
850434,25.0,25.0
850440,25.0,25.0
850450,25.0,25.0
850490,25.0,25.0
850511,0.0,0.0
850519,25.0,25.0
850520,25.0,25.0
850590,25.0,25.0
850610,25.0,25.0
850630,25.0,25.0
850640,25.0,25.0
850650,25.0,25.0
850660,25.0,25.0
850680,25.0,25.0
850690,25.0,25.0
850710,25.0,25.0
850720,35.0,35.0
850730,20.0,16.25
850740,25.0,25.0
850750,25.0,25.0
850760,15.0,7.5
850780,25.0,25.0
850790,20.0,16.25
850811,25.0,25.0
850819,25.0,25.0
850860,25.0,25.0
850870,25.0,25.0
850940,0.0,0.0
850980,8.333333,8.333333
850990,25.0,25.0
851010,15.0,7.5
851020,25.0,25.0
851030,0.0,0.0
851090,25.0,25.0
851110,25.0,25.0
851120,25.0,25.0
851130,25.0,25.0
851140,25.0,25.0
851150,25.0,25.0
851180,25.0,25.0
851190,25.0,25.0
851210,15.0,7.5
851220,25.0,25.0
851230,25.0,25.0
851240,25.0,25.0
851290,25.0,25.0
851310,0.0,0.0
851390,25.0,25.0
851410,25.0,25.0
851420,25.0,25.0
851430,25.0,25.0
851440,25.0,25.0
851490,25.0,25.0
851511,25.0,25.0
851519,25.0,25.0
851521,25.0,25.0
851529,25.0,25.0
851531,25.0,25.0
851539,25.0,25.0
851580,25.0,25.0
851590,25.0,25.0
851610,15.0,7.5
851621,25.0,25.0
851629,25.0,25.0
851631,0.0,0.0
851632,0.0,0.0
851633,15.0,7.5
851640,0.0,0.0
851650,0.0,0.0
851660,12.5,12.5
851671,15.0,7.5
851672,0.0,0.0
851679,0.0,0.0
851680,25.0,25.0
851690,25.0,25.0
851711,15.0,7.5
851712,0.0,0.0
851718,0.0,0.0
851761,15.0,7.5
851762,30.0,27.5
851769,25.0,25.0
851770,15.0,7.5
851810,20.0,16.25
851821,15.0,7.5
851822,15.0,7.5
851829,7.5,3.75
851830,7.5,3.75
851840,25.0,25.0
851850,25.0,25.0
851890,25.0,25.0
851920,15.0,7.5
851930,7.5,3.75
851950,0.0,0.0
851981,8.0,6.5
851989,10.0,5.0
852110,15.0,7.5
852190,15.0,7.5
852210,25.0,25.0
852290,25.0,25.0
852321,25.0,25.0
852329,14.166667,7.0833335
852341,15.0,7.5
852349,17.5,11.875
852351,15.0,7.5
852352,25.0,25.0
852359,25.0,25.0
852380,15.0,7.5
852550,16.666666,16.666666
852560,25.0,25.0
852580,23.0,21.5
852610,25.0,25.0
852691,25.0,25.0
852692,12.5,12.5
852712,0.0,0.0
852713,0.0,0.0
852719,0.0,0.0
852721,25.0,25.0
852729,25.0,25.0
852791,7.5,3.75
852792,0.0,0.0
852799,16.666666,16.666666
852842,25.0,25.0
852849,19.0,14.5
852852,0.0,0.0
852859,14.09091,9.318182
852862,15.0,7.5
852869,16.410255,12.371794
852871,15.0,7.5
852872,17.644737,12.769737
852873,25.0,25.0
852910,25.0,25.0
852990,24.677422,24.435486
853010,25.0,25.0
853080,25.0,25.0
853090,25.0,25.0
853110,25.0,25.0
853120,25.0,25.0
853180,7.5,3.75
853190,25.0,25.0
853210,25.0,25.0
853221,25.0,25.0
853222,25.0,25.0
853223,25.0,25.0
853224,25.0,25.0
853225,25.0,25.0
853229,25.0,25.0
853230,25.0,25.0
853290,25.0,25.0
853310,25.0,25.0
853321,25.0,25.0
853329,25.0,25.0
853331,25.0,25.0
853339,25.0,25.0
853340,25.0,25.0
853390,25.0,25.0
853400,25.0,25.0
853510,25.0,25.0
853521,25.0,25.0
853529,25.0,25.0
853530,25.0,25.0
853540,25.0,25.0
853590,25.0,25.0
853610,25.0,25.0
853620,25.0,25.0
853630,25.0,25.0
853641,25.0,25.0
853649,25.0,25.0
853650,25.0,25.0
853661,25.0,25.0
853669,25.0,25.0
853670,25.0,25.0
853690,21.666666,19.166666
853710,25.0,25.0
853720,25.0,25.0
853810,25.0,25.0
853890,25.0,25.0
853910,25.0,25.0
853921,25.0,25.0
853922,0.0,0.0
853929,11.25,5.625
853931,25.0,25.0
853932,25.0,25.0
853939,25.0,25.0
853941,25.0,25.0
853949,25.0,25.0
853950,0.0,0.0
853990,25.0,25.0
854011,25.0,25.0
854012,25.0,25.0
854020,25.0,25.0
854040,25.0,25.0
854060,25.0,25.0
854071,25.0,25.0
854079,25.0,25.0
854081,25.0,25.0
854089,25.0,25.0
854091,25.0,25.0
854099,25.0,25.0
854110,25.0,25.0
854121,25.0,25.0
854129,25.0,25.0
854130,25.0,25.0
854140,29.0,29.0
854150,25.0,25.0
854160,25.0,25.0
854190,25.0,25.0
854231,25.0,25.0
854232,25.0,25.0
854233,25.0,25.0
854239,25.0,25.0
854290,25.0,25.0
854310,25.0,25.0
854320,25.0,25.0
854330,25.0,25.0
854370,20.714285,20.17857
854390,25.0,25.0
854411,25.0,25.0
854419,25.0,25.0
854420,25.0,25.0
854430,25.0,25.0
854442,25.0,25.0
854449,25.0,25.0
854460,25.0,25.0
854470,25.0,25.0
854511,25.0,25.0
854519,25.0,25.0
854520,25.0,25.0
854590,25.0,25.0
854610,25.0,25.0
854620,25.0,25.0
854690,25.0,25.0
854710,25.0,25.0
854720,25.0,25.0
854790,25.0,25.0
854810,15.0,7.5
854890,25.0,25.0
860120,25.0,25.0
860210,25.0,25.0
860290,25.0,25.0
860310,25.0,25.0
860390,25.0,25.0
860400,25.0,25.0
860500,25.0,25.0
860630,25.0,25.0
860691,25.0,25.0
860692,25.0,25.0
860699,25.0,25.0
860711,25.0,25.0
860712,25.0,25.0
860719,25.0,25.0
860721,25.0,25.0
860729,25.0,25.0
860730,25.0,25.0
860791,25.0,25.0
860799,25.0,25.0
860800,25.0,25.0
860900,0.0,0.0
870110,25.0,25.0
870120,25.0,25.0
870130,25.0,25.0
870191,25.0,25.0
870192,25.0,25.0
870193,25.0,25.0
870194,25.0,25.0
870195,25.0,25.0
870210,25.0,25.0
870220,25.0,25.0
870230,25.0,25.0
870240,25.0,25.0
870290,25.0,25.0
870310,15.0,7.5
870321,25.0,25.0
870322,25.0,25.0
870323,25.0,25.0
870324,25.0,25.0
870331,25.0,25.0
870332,25.0,25.0
870333,25.0,25.0
870340,25.0,25.0
870350,25.0,25.0
870360,25.0,25.0
870370,25.0,25.0
870380,25.0,25.0
870390,25.0,25.0
870410,25.0,25.0
870421,25.0,25.0
870422,25.0,25.0
870423,25.0,25.0
870431,25.0,25.0
870432,25.0,25.0
870490,25.0,25.0
870510,25.0,25.0
870520,25.0,25.0
870530,25.0,25.0
870540,25.0,25.0
870590,25.0,25.0
870600,25.0,25.0
870710,25.0,25.0
870790,25.0,25.0
870810,37.5,37.5
870821,25.0,25.0
870829,31.25,31.25
870830,25.0,25.0
870840,25.0,25.0
870850,25.0,25.0
870870,25.0,25.0
870880,25.0,25.0
870891,25.0,25.0
870892,25.0,25.0
870893,25.0,25.0
870894,25.0,25.0
870895,25.0,25.0
870899,25.0,25.0
870911,25.0,25.0
870919,25.0,25.0
870990,25.0,25.0
871000,5.0,2.5
871110,25.0,25.0
871120,15.0,7.5
871130,10.0,5.0
871140,11.25,5.625
871150,25.0,25.0
871160,25.0,25.0
871190,25.0,25.0
871200,25.0,25.0
871310,0.0,0.0
871390,0.0,0.0
871410,15.0,7.5
871420,0.0,0.0
871491,25.0,25.0
871492,25.0,25.0
871493,25.0,25.0
871494,25.0,25.0
871495,25.0,25.0
871496,25.0,25.0
871499,15.0,7.5
871500,0.0,0.0
871610,25.0,25.0
871620,25.0,25.0
871631,25.0,25.0
871639,25.0,25.0
871640,25.0,25.0
871680,25.0,25.0
871690,25.0,25.0
880100,5.0,2.5
880211,25.0,25.0
880212,25.0,25.0
880220,25.0,25.0
880230,25.0,25.0
880240,25.0,25.0
880260,25.0,25.0
880310,25.0,25.0
880320,25.0,25.0
880330,25.0,25.0
880390,25.0,25.0
880400,25.0,25.0
880510,25.0,25.0
880521,25.0,25.0
880529,25.0,25.0
890110,25.0,25.0
890190,25.0,25.0
890200,25.0,25.0
890310,25.0,25.0
890391,25.0,25.0
890392,25.0,25.0
890399,25.0,25.0
890400,25.0,25.0
890510,25.0,25.0
890520,25.0,25.0
890590,12.5,12.5
890610,15.0,7.5
890690,25.0,25.0
890710,25.0,25.0
890790,15.0,7.5
890800,25.0,25.0
900110,25.0,25.0
900120,25.0,25.0
900130,15.0,7.5
900140,15.0,7.5
900150,15.0,7.5
900190,25.0,25.0
900211,25.0,25.0
900219,25.0,25.0
900220,25.0,25.0
900290,25.0,25.0
900311,15.0,7.5
900319,15.0,7.5
900390,15.0,7.5
900410,15.0,7.5
900490,15.0,7.5
900510,15.0,7.5
900580,7.5,3.75
900590,15.0,7.5
900630,25.0,25.0
900640,5.0,2.5
900651,15.0,7.5
900652,13.5,6.75
900653,15.0,7.5
900659,11.25,5.625
900661,15.0,7.5
900669,0.0,0.0
900691,15.0,7.5
900699,15.0,7.5
900710,25.0,25.0
900720,25.0,25.0
900791,15.0,7.5
900792,25.0,25.0
900850,11.0,8.0
900890,25.0,25.0
901010,25.0,25.0
901050,25.0,25.0
901060,25.0,25.0
901090,25.0,25.0
901110,25.0,25.0
901120,25.0,25.0
901180,25.0,25.0
901190,25.0,25.0
901210,25.0,25.0
901290,25.0,25.0
901310,20.0,16.25
901320,25.0,25.0
901380,22.5,20.625
901390,22.5,20.625
901410,22.5,20.625
901420,25.0,25.0
901480,25.0,25.0
901490,25.0,25.0
901510,25.0,25.0
901520,25.0,25.0
901530,25.0,25.0
901540,25.0,25.0
901580,25.0,25.0
901590,25.0,25.0
901600,25.0,25.0
901710,25.0,25.0
901720,25.0,25.0
901730,25.0,25.0
901780,25.0,25.0
901790,25.0,25.0
901811,25.0,25.0
901812,25.0,25.0
901813,25.0,25.0
901814,25.0,25.0
901819,25.0,25.0
901820,25.0,25.0
901831,0.0,0.0
901832,0.0,0.0
901839,0.0,0.0
901841,0.0,0.0
901849,0.0,0.0
901850,0.0,0.0
901890,10.0,10.0
901910,0.0,0.0
901920,0.0,0.0
902000,0.0,0.0
902110,0.0,0.0
902121,0.0,0.0
902129,0.0,0.0
902131,0.0,0.0
902139,0.0,0.0
902140,0.0,0.0
902150,25.0,25.0
902190,0.0,0.0
902212,25.0,25.0
902213,25.0,25.0
902214,25.0,25.0
902219,25.0,25.0
902221,25.0,25.0
902229,12.5,12.5
902230,25.0,25.0
902290,21.428572,21.428572
902300,15.0,7.5
902410,25.0,25.0
902480,25.0,25.0
902490,25.0,25.0
